id_itens,data_compra,status_id,from_iata,to_iata,tipo_viagem,data_ida,data_volta,valor_passagem,milhas_usadas,adultos,criancas,mes_compra,dia_semana_compra,usa_milhas,passageiros_total,status,iata,is_mercosul
563,2019-10-21,1,LIS,GIG,Somente ida,2019-11-04 20:40:00,,1679.91003417968,45500,1,0,2019-10,Monday,True,1,Transacao emitida,LISGIG,1
564,2019-10-29,1,GIG,RAO,Somente ida,2019-11-04 22:15:00,,444.549987792968,17000,1,0,2019-10,Tuesday,True,1,Transacao emitida,GIGRAO,1
565,2019-08-19,1,GIG,CUN,Ida e volta,2019-11-05 05:50:00,2019-11-15 14:35:00,2440.44995117187,0,1,0,2019-08,Monday,False,1,Transacao emitida,GIGCUN,0
566,2019-11-02,3,LIS,GIG,Somente ida,2019-11-05 12:15:00,,1748.15002441406,45500,1,0,2019-11,Saturday,True,1,Aguardando forma de pagamento,LISGIG,1
567,2019-11-03,2,LIS,GIG,Somente ida,2019-11-05 14:10:00,,1752.88000488281,45500,1,0,2019-11,Sunday,True,1,Transacao cancelada,LISGIG,1
568,2019-11-03,1,LIS,GIG,Somente ida,2019-11-05 14:10:00,,1760.63000488281,45500,1,0,2019-11,Sunday,True,1,Transacao emitida,LISGIG,1
569,2019-10-03,2,LIS,CUN,Somente ida,2019-11-05 16:15:00,,5240.3798828125,0,1,0,2019-10,Thursday,False,1,Transacao cancelada,LISCUN,0
570,2019-11-04,2,SCL,GIG,Somente ida,2019-11-05 17:45:00,,818.72998046875,0,1,0,2019-11,Monday,False,1,Transacao cancelada,SCLGIG,1
571,2019-11-04,2,SCL,GIG,Somente ida,2019-11-05 17:45:00,,818.72998046875,0,1,0,2019-11,Monday,False,1,Transacao cancelada,SCLGIG,1
572,2019-09-22,1,GIG,CUN,Somente ida,2019-11-05 19:30:00,,3073.67993164062,74000,2,0,2019-09,Sunday,True,2,Transacao emitida,GIGCUN,0
573,2019-10-17,2,RAO,GIG,Ida e volta,2019-11-05 20:00:00,2019-11-06 22:15:00,602.840026855468,20000,1,0,2019-10,Thursday,True,1,Transacao cancelada,RAOGIG,1
574,2019-08-14,1,GIG,LIS,Ida e volta,2019-11-05 20:05:00,2019-11-19 08:25:00,2541.96997070312,0,1,0,2019-08,Wednesday,False,1,Transacao emitida,GIGLIS,0
575,2019-08-11,3,GIG,MCO,Ida e volta,2019-11-05 20:40:00,2019-11-17 18:50:00,3143.17993164062,84700,1,0,2019-08,Sunday,True,1,Aguardando forma de pagamento,GIGMCO,0
576,2019-08-11,1,GIG,MCO,Ida e volta,2019-11-05 20:40:00,2019-11-17 18:50:00,3143.17993164062,84700,1,0,2019-08,Sunday,True,1,Transacao emitida,GIGMCO,0
577,2019-10-25,2,EZE,GIG,Somente ida,2019-11-06 13:15:00,,769.549987792968,0,1,0,2019-10,Friday,False,1,Transacao cancelada,EZEGIG,1
578,2019-11-05,2,LIS,GIG,Somente ida,2019-11-06 14:10:00,,1742.31994628906,45500,1,0,2019-11,Tuesday,True,1,Transacao cancelada,LISGIG,1
579,2019-10-08,1,GIG,MIA,Somente ida,2019-11-06 15:00:00,,1612.67004394531,39600,1,0,2019-10,Tuesday,True,1,Transacao emitida,GIGMIA,0
580,2019-10-31,1,GIG,LIS,Ida e volta,2019-11-06 17:10:00,2019-12-04 23:30:00,3514.98999023437,106000,1,0,2019-10,Thursday,True,1,Transacao emitida,GIGLIS,0
581,2019-10-29,1,RAO,GIG,Somente ida,2019-11-06 20:00:00,,229.610000610351,0,1,0,2019-10,Tuesday,False,1,Transacao emitida,RAOGIG,1
582,2019-10-02,3,RAO,GIG,Somente ida,2019-11-06 20:00:00,,183.830001831054,0,1,0,2019-10,Wednesday,False,1,Aguardando forma de pagamento,RAOGIG,1
583,2019-08-29,2,GIG,MIA,Somente ida,2019-11-06 21:45:00,,1609.31994628906,40000,1,0,2019-08,Thursday,True,1,Transacao cancelada,GIGMIA,0
584,2019-11-03,1,GIG,MCO,Ida e volta,2019-11-06 21:55:00,2019-11-13 15:49:00,2866.419921875,0,1,0,2019-11,Sunday,False,1,Transacao emitida,GIGMCO,0
585,2019-10-29,1,GIG,RAO,Somente ida,2019-11-06 22:15:00,,443.010009765624,0,1,1,2019-10,Tuesday,False,2,Transacao emitida,GIGRAO,1
586,2019-10-30,1,GIG,MIA,Somente ida,2019-11-06 22:15:00,,1545.86999511718,40000,1,0,2019-10,Wednesday,True,1,Transacao emitida,GIGMIA,0
587,2019-11-04,1,MIA,GIG,Somente ida,2019-11-06 22:50:00,,1523.64001464843,40000,1,0,2019-11,Monday,True,1,Transacao emitida,MIAGIG,1
588,2019-10-20,1,MIA,EZE,Somente ida,2019-11-07 01:00:00,,1771.16003417968,573600,2,0,2019-10,Sunday,True,2,Transacao emitida,MIAEZE,1
589,2019-11-05,1,GIG,MCO,Somente ida,2019-11-07 01:25:00,,6084.8798828125,210000,1,1,2019-11,Tuesday,True,2,Transacao emitida,GIGMCO,0
590,2019-11-05,3,GIG,MCO,Somente ida,2019-11-07 01:25:00,,6084.8798828125,210000,1,1,2019-11,Tuesday,True,2,Aguardando forma de pagamento,GIGMCO,0
591,2019-11-05,3,GIG,MCO,Somente ida,2019-11-07 01:25:00,,6084.8798828125,210000,1,1,2019-11,Tuesday,True,2,Aguardando forma de pagamento,GIGMCO,0
592,2019-11-05,3,GIG,MCO,Somente ida,2019-11-07 01:25:00,,6084.8798828125,210000,1,1,2019-11,Tuesday,True,2,Aguardando forma de pagamento,GIGMCO,0
593,2019-09-16,2,MIA,GIG,Ida e volta,2019-11-07 06:56:00,2019-11-17 11:30:00,2579.58007812499,70000,1,0,2019-09,Monday,True,1,Transacao cancelada,MIAGIG,1
594,2019-10-27,1,GIG,EZE,Ida e volta,2019-11-07 18:55:00,2019-11-08 19:20:00,1561.98999023437,0,1,0,2019-10,Sunday,False,1,Transacao emitida,GIGEZE,1
595,2019-10-13,1,GIG,MCO,Ida e volta,2019-11-07 21:55:00,2019-11-14 15:49:00,4972.3798828125,0,2,0,2019-10,Sunday,False,2,Transacao emitida,GIGMCO,0
596,2019-10-28,1,GIG,EZE,Ida e volta,2019-11-08 06:35:00,2019-11-11 15:05:00,1480.22998046874,0,1,0,2019-10,Monday,False,1,Transacao emitida,GIGEZE,1
597,2019-09-12,1,GIG,EZE,Ida e volta,2019-11-08 10:15:00,2019-11-12 15:05:00,1196.73999023437,0,1,0,2019-09,Thursday,False,1,Transacao emitida,GIGEZE,1
598,2019-09-21,1,SCL,GIG,Ida e volta,2019-11-08 17:45:00,2019-11-10 22:45:00,1148.81005859375,0,1,0,2019-09,Saturday,False,1,Transacao emitida,SCLGIG,1
599,2019-10-10,2,RAO,GIG,Somente ida,2019-11-08 20:00:00,,603.380004882812,0,2,0,2019-10,Thursday,False,2,Transacao cancelada,RAOGIG,1
600,2019-10-16,1,RAO,GIG,Somente ida,2019-11-08 20:00:00,,371.690002441406,0,1,0,2019-10,Wednesday,False,1,Transacao emitida,RAOGIG,1
601,2019-10-10,2,RAO,GIG,Somente ida,2019-11-08 20:00:00,,603.380004882812,0,2,0,2019-10,Thursday,False,2,Transacao cancelada,RAOGIG,1
602,2019-09-13,1,LIS,GIG,Somente ida,2019-11-08 23:30:00,,1731.5,53000,1,0,2019-09,Friday,True,1,Transacao emitida,LISGIG,1
603,2019-11-03,1,GIG,EZE,Ida e volta,2019-11-09 06:35:00,2019-11-16 06:25:00,2333.5400390625,0,2,0,2019-11,Sunday,False,2,Transacao emitida,GIGEZE,1
604,2019-08-13,1,GIG,MCO,Ida e volta,2019-11-09 07:35:00,2019-11-20 00:45:00,2701.33007812499,0,1,0,2019-08,Tuesday,False,1,Transacao emitida,GIGMCO,0
605,2019-09-09,2,LIS,GIG,Somente ida,2019-11-09 08:30:00,,1620.29003906249,45500,1,0,2019-09,Monday,True,1,Transacao cancelada,LISGIG,1
606,2019-11-01,1,GIG,EZE,Ida e volta,2019-11-09 10:15:00,2019-11-13 15:05:00,2881.71997070312,0,2,0,2019-11,Friday,False,2,Transacao emitida,GIGEZE,1
607,2019-10-29,1,GIG,RAO,Somente ida,2019-11-09 10:40:00,,337.149993896484,0,1,0,2019-10,Tuesday,False,1,Transacao emitida,GIGRAO,1
608,2019-11-08,1,SCL,GIG,Somente ida,2019-11-09 17:45:00,,616.830017089843,0,1,0,2019-11,Friday,False,1,Transacao emitida,SCLGIG,1
609,2019-10-07,1,SCL,GIG,Somente ida,2019-11-09 17:45:00,,523.289978027343,0,1,0,2019-10,Monday,False,1,Transacao emitida,SCLGIG,1
610,2019-11-07,2,GIG,LIS,Somente ida,2019-11-09 19:35:00,,1643.86999511718,45500,1,0,2019-11,Thursday,True,1,Transacao cancelada,GIGLIS,0
611,2019-09-21,2,BOG,RAO,Ida e volta,2019-11-09 21:05:00,2020-05-09 07:55:00,2460.47998046874,55000,1,0,2019-09,Saturday,True,1,Transacao cancelada,BOGRAO,1
612,2019-09-28,1,EZE,GIG,Somente ida,2019-11-10 02:45:00,,794.900024414062,16500,1,0,2019-09,Saturday,True,1,Transacao emitida,EZEGIG,1
613,2019-08-25,1,SCL,EZE,Somente ida,2019-11-10 12:50:00,,309.170013427734,0,2,0,2019-08,Sunday,False,2,Transacao emitida,SCLEZE,1
614,2019-09-12,1,MIA,LIS,Somente ida,2019-11-10 16:45:00,,8744.65039062499,290000,2,0,2019-09,Thursday,True,2,Transacao emitida,MIALIS,0
615,2019-11-02,3,GIG,EZE,Somente ida,2019-11-10 17:10:00,,1129.30004882812,30000,2,0,2019-11,Saturday,True,2,Aguardando forma de pagamento,GIGEZE,1
616,2019-11-05,3,GIG,EZE,Ida e volta,2019-11-10 17:10:00,2019-11-14 15:05:00,3034.98999023437,95000,1,0,2019-11,Tuesday,True,1,Aguardando forma de pagamento,GIGEZE,1
617,2019-10-29,2,GIG,RAO,Somente ida,2019-11-10 20:25:00,,651.239990234374,24000,2,0,2019-10,Tuesday,True,2,Transacao cancelada,GIGRAO,1
618,2019-11-07,1,GIG,MIA,Somente ida,2019-11-10 22:15:00,,1574.53002929687,40000,1,0,2019-11,Thursday,True,1,Transacao emitida,GIGMIA,0
619,2019-09-15,2,MIA,GIG,Somente ida,2019-11-10 22:50:00,,1430.2099609375,40000,1,0,2019-09,Sunday,True,1,Transacao cancelada,MIAGIG,1
620,2019-09-26,2,GIG,BCN,Ida e volta,2019-11-11 03:55:00,2019-11-20 11:20:00,2446.39990234375,0,1,0,2019-09,Thursday,False,1,Transacao cancelada,GIGBCN,0
621,2019-10-17,1,LIS,GIG,Somente ida,2019-11-11 06:30:00,,1634.5,45500,1,0,2019-10,Thursday,True,1,Transacao emitida,LISGIG,1
622,2019-09-10,1,SCL,EZE,Somente ida,2019-11-11 07:20:00,,179.169998168945,0,1,0,2019-09,Tuesday,False,1,Transacao emitida,SCLEZE,1
623,2019-11-07,5,LIS,GIG,Somente ida,2019-11-11 08:00:00,,1750.33996582031,53000,1,0,2019-11,Thursday,True,1,ERRO NAO EMISSAO,LISGIG,1
624,2019-08-25,2,SCL,LIS,Somente ida,2019-11-11 13:30:00,,3320.31005859374,91000,2,0,2019-08,Sunday,True,2,Transacao cancelada,SCLLIS,0
625,2019-08-28,1,SCL,GIG,Somente ida,2019-11-11 13:57:00,,1510.29003906249,33000,2,0,2019-08,Wednesday,True,2,Transacao emitida,SCLGIG,1
626,2019-11-05,1,GIG,EZE,Somente ida,2019-11-11 17:10:00,,527.849975585937,15000,1,0,2019-11,Tuesday,True,1,Transacao emitida,GIGEZE,1
627,2019-09-01,1,GIG,SCL,Ida e volta,2019-11-11 17:10:00,2019-11-17 12:17:00,2050.38989257812,42120,2,0,2019-09,Sunday,True,2,Transacao emitida,GIGSCL,1
628,2019-09-12,1,GIG,SCL,Ida e volta,2019-11-11 18:50:00,2019-11-16 13:57:00,2144.67993164062,50000,2,0,2019-09,Thursday,True,2,Transacao emitida,GIGSCL,1
629,2019-10-28,2,GIG,LIS,Ida e volta,2019-11-11 20:05:00,2019-11-18 18:35:00,2956.26000976562,0,1,0,2019-10,Monday,False,1,Transacao cancelada,GIGLIS,0
630,2019-10-28,1,LIS,GIG,Somente ida,2019-11-11 20:40:00,,1633.29003906249,45500,1,0,2019-10,Monday,True,1,Transacao emitida,LISGIG,1
631,2019-11-02,1,GIG,MIA,Somente ida,2019-11-11 22:15:00,,6544.43994140624,156000,3,1,2019-11,Saturday,True,4,Transacao emitida,GIGMIA,0
632,2019-10-09,2,GIG,MIA,Ida e volta,2019-11-11 22:15:00,2019-11-26 22:50:00,2632.08007812499,0,1,0,2019-10,Wednesday,False,1,Transacao cancelada,GIGMIA,0
633,2019-11-09,1,MIA,GIG,Somente ida,2019-11-11 22:50:00,,1507.44995117187,40000,1,0,2019-11,Saturday,True,1,Transacao emitida,MIAGIG,1
634,2019-11-09,1,SCL,MIA,Somente ida,2019-11-11 23:20:00,,1888.31005859374,46750,1,0,2019-11,Saturday,True,1,Transacao emitida,SCLMIA,0
635,2019-11-10,2,LIS,GIG,Somente ida,2019-11-11 23:30:00,,5178.14990234374,158000,2,0,2019-11,Sunday,True,2,Transacao cancelada,LISGIG,1
636,2019-10-25,1,GIG,FEN,Ida e volta,2019-11-12 05:30:00,2019-11-18 15:40:00,2599.27001953125,114500,1,0,2019-10,Friday,True,1,Transacao emitida,GIGFEN,1
637,2019-10-15,1,GIG,SCL,Ida e volta,2019-11-12 06:35:00,2019-11-22 14:20:00,2633.3701171875,0,2,0,2019-10,Tuesday,False,2,Transacao emitida,GIGSCL,1
638,2019-10-16,1,GIG,MIA,Ida e volta,2019-11-12 11:30:00,2019-11-25 13:45:00,5210.47021484374,0,2,0,2019-10,Wednesday,False,2,Transacao emitida,GIGMIA,0
639,2019-09-27,1,GIG,BCN,Ida e volta,2019-11-12 14:40:00,2019-11-28 11:20:00,2578.53002929687,0,1,0,2019-09,Friday,False,1,Transacao emitida,GIGBCN,0
640,2019-10-17,1,GIG,LIS,Ida e volta,2019-11-12 17:10:00,2019-11-19 23:30:00,2853.98999023437,106000,1,0,2019-10,Thursday,True,1,Transacao emitida,GIGLIS,0
641,2019-10-12,1,RAO,GIG,Somente ida,2019-11-12 20:00:00,,424.980010986328,12000,2,0,2019-10,Saturday,True,2,Transacao emitida,RAOGIG,1
642,2019-11-08,2,GIG,LIS,Somente ida,2019-11-12 20:05:00,,1703.0,45500,1,0,2019-11,Friday,True,1,Transacao cancelada,GIGLIS,0
643,2019-09-10,1,RAO,EZE,Ida e volta,2019-11-12 20:35:00,2019-11-18 19:15:00,1215.77001953125,18000,1,0,2019-09,Tuesday,True,1,Transacao emitida,RAOEZE,1
644,2019-09-10,1,RAO,EZE,Ida e volta,2019-11-12 20:35:00,2019-11-18 19:15:00,2425.8701171875,40000,2,0,2019-09,Tuesday,True,2,Transacao emitida,RAOEZE,1
645,2019-11-02,2,GIG,MCO,Ida e volta,2019-11-12 21:55:00,2019-12-02 19:11:00,9219.90039062499,0,3,0,2019-11,Saturday,False,3,Transacao cancelada,GIGMCO,0
646,2019-10-30,1,GIG,FEN,Somente ida,2019-11-13 05:30:00,,1492.05004882812,62000,1,0,2019-10,Wednesday,True,1,Transacao emitida,GIGFEN,1
647,2019-09-21,1,GIG,FEN,Ida e volta,2019-11-13 05:35:00,2019-11-18 12:00:00,1998.48999023437,88950,1,0,2019-09,Saturday,True,1,Transacao emitida,GIGFEN,1
648,2019-08-08,1,GIG,CUN,Ida e volta,2019-11-13 07:35:00,2019-11-23 16:45:00,5709.25,0,2,0,2019-08,Thursday,False,2,Transacao emitida,GIGCUN,0
649,2019-11-11,1,EZE,SCL,Somente ida,2019-11-13 09:00:00,,570.559997558593,0,1,0,2019-11,Monday,False,1,Transacao emitida,EZESCL,1
650,2019-08-28,3,GIG,EZE,Ida e volta,2019-11-13 15:00:00,2019-11-18 10:05:00,1170.44995117187,23100,1,0,2019-08,Wednesday,True,1,Aguardando forma de pagamento,GIGEZE,1
651,2019-10-09,2,GIG,LIS,Somente ida,2019-11-13 19:35:00,,1736.75,45500,1,0,2019-10,Wednesday,True,1,Transacao cancelada,GIGLIS,0
652,2019-09-30,2,GIG,LIS,Ida e volta,2019-11-13 19:35:00,2019-11-22 16:10:00,2898.93994140625,0,1,0,2019-09,Monday,False,1,Transacao cancelada,GIGLIS,0
653,2019-10-21,1,RAO,GIG,Somente ida,2019-11-13 20:45:00,,278.690002441406,0,1,0,2019-10,Monday,False,1,Transacao emitida,RAOGIG,1
654,2019-09-18,1,GIG,YYZ,Ida e volta,2019-11-13 21:55:00,2019-11-24 07:59:00,5540.580078125,0,2,0,2019-09,Wednesday,False,2,Transacao emitida,GIGYYZ,0
655,2019-10-19,1,LIS,GIG,Somente ida,2019-11-13 23:30:00,,1510.48999023437,53000,1,0,2019-10,Saturday,True,1,Transacao emitida,LISGIG,1
656,2019-11-03,1,LIS,GIG,Somente ida,2019-11-13 23:30:00,,2591.58007812499,79000,1,0,2019-11,Sunday,True,1,Transacao emitida,LISGIG,1
657,2019-11-07,1,RAO,GIG,Somente ida,2019-11-14 07:00:00,,199.690002441406,0,1,0,2019-11,Thursday,False,1,Transacao emitida,RAOGIG,1
658,2019-10-23,1,RAO,GIG,Somente ida,2019-11-14 07:00:00,,273.869995117187,9500,1,0,2019-10,Wednesday,True,1,Transacao emitida,RAOGIG,1
659,2019-10-29,2,IOS,RAO,Somente ida,2019-11-14 14:00:00,,1084.81994628906,47000,1,0,2019-10,Tuesday,True,1,Transacao cancelada,IOSRAO,1
660,2019-09-08,1,GIG,EZE,Ida e volta,2019-11-14 14:25:00,2019-11-17 10:45:00,4583.10986328125,0,2,0,2019-09,Sunday,False,2,Transacao emitida,GIGEZE,1
661,2019-10-25,1,RAO,GIG,Somente ida,2019-11-14 20:00:00,,475.480010986328,19000,1,0,2019-10,Friday,True,1,Transacao emitida,RAOGIG,1
662,2019-11-06,1,RAO,GIG,Somente ida,2019-11-14 20:45:00,,199.690002441406,0,1,0,2019-11,Wednesday,False,1,Transacao emitida,RAOGIG,1
663,2019-10-16,1,GIG,RAO,Somente ida,2019-11-14 22:15:00,,276.149993896484,0,1,0,2019-10,Wednesday,False,1,Transacao emitida,GIGRAO,1
664,2019-10-17,1,RAO,EZE,Ida e volta,2019-11-15 06:05:00,2019-11-19 13:15:00,1896.85998535156,0,1,0,2019-10,Thursday,False,1,Transacao emitida,RAOEZE,1
665,2019-11-01,1,GIG,EZE,Ida e volta,2019-11-15 06:35:00,2019-11-17 19:20:00,4186.97998046874,0,2,0,2019-11,Friday,False,2,Transacao emitida,GIGEZE,1
666,2019-10-07,2,GIG,IOS,Somente ida,2019-11-15 07:05:00,,1780.30004882812,0,2,0,2019-10,Monday,False,2,Transacao cancelada,GIGIOS,1
667,2019-10-28,2,BCN,GIG,Somente ida,2019-11-15 09:00:00,,1646.68005371093,45500,1,0,2019-10,Monday,True,1,Transacao cancelada,BCNGIG,1
668,2019-10-17,1,EZE,SCL,Ida e volta,2019-11-15 09:50:00,2019-11-17 21:20:00,706.650024414062,0,1,0,2019-10,Thursday,False,1,Transacao emitida,EZESCL,1
669,2019-10-20,1,GIG,EZE,Ida e volta,2019-11-15 10:15:00,2019-11-20 15:05:00,4056.1298828125,0,2,0,2019-10,Sunday,False,2,Transacao emitida,GIGEZE,1
670,2019-09-10,1,GIG,EZE,Ida e volta,2019-11-15 10:15:00,2019-11-20 10:45:00,2677.36010742187,0,2,0,2019-09,Tuesday,False,2,Transacao emitida,GIGEZE,1
671,2019-10-17,1,GIG,SCL,Ida e volta,2019-11-15 10:15:00,2019-11-22 14:20:00,2289.77001953125,0,1,0,2019-10,Thursday,False,1,Transacao emitida,GIGSCL,1
672,2019-09-06,2,GIG,SCL,Ida e volta,2019-11-15 10:25:00,2019-11-19 14:12:00,2216.65991210937,46800,2,0,2019-09,Friday,True,2,Transacao cancelada,GIGSCL,1
673,2019-09-03,2,GIG,SCL,Ida e volta,2019-11-15 10:25:00,2019-11-25 07:00:00,2688.51000976562,46800,2,0,2019-09,Tuesday,True,2,Transacao cancelada,GIGSCL,1
674,2019-08-30,1,GIG,SCL,Somente ida,2019-11-15 10:25:00,,584.510009765625,11700,1,0,2019-08,Friday,True,1,Transacao emitida,GIGSCL,1
675,2019-08-22,1,GIG,SCL,Somente ida,2019-11-15 10:25:00,,1331.83996582031,32450,1,0,2019-08,Thursday,True,1,Transacao emitida,GIGSCL,1
676,2019-08-06,1,SCL,GIG,Somente ida,2019-11-15 17:45:00,,696.080017089843,0,1,0,2019-08,Tuesday,False,1,Transacao emitida,SCLGIG,1
677,2019-09-29,4,GIG,LIS,Ida e volta,2019-11-15 19:30:00,2019-12-05 14:25:00,5850.06982421875,0,1,1,2019-09,Sunday,False,2,Aguardando cancelamento de ticket,GIGLIS,0
678,2019-10-05,1,GIG,SCL,Ida e volta,2019-11-15 22:45:00,2019-11-22 17:45:00,3065.34008789062,0,3,0,2019-10,Saturday,False,3,Transacao emitida,GIGSCL,1
679,2019-10-30,1,GIG,SCL,Ida e volta,2019-11-16 03:55:00,2019-11-19 17:20:00,1840.64001464843,53000,1,0,2019-10,Wednesday,True,1,Transacao emitida,GIGSCL,1
680,2019-09-07,2,GIG,SCL,Ida e volta,2019-11-16 10:25:00,2019-12-03 12:17:00,2335.28002929687,45000,2,0,2019-09,Saturday,True,2,Transacao cancelada,GIGSCL,1
681,2019-09-05,2,GIG,BOG,Ida e volta,2019-11-16 11:30:00,2019-11-30 12:08:00,3107.20996093749,0,2,0,2019-09,Thursday,False,2,Transacao cancelada,GIGBOG,1
682,2019-10-30,2,SCL,GIG,Somente ida,2019-11-16 17:45:00,,1403.31994628906,0,2,0,2019-10,Wednesday,False,2,Transacao cancelada,SCLGIG,1
683,2019-10-14,4,GIG,SCL,Ida e volta,2019-11-16 18:55:00,2019-11-26 21:25:00,1190.4599609375,0,1,0,2019-10,Monday,False,1,Aguardando cancelamento de ticket,GIGSCL,1
684,2019-10-14,1,GIG,SCL,Ida e volta,2019-11-16 18:55:00,2019-11-26 21:25:00,1144.92004394531,0,1,0,2019-10,Monday,False,1,Transacao emitida,GIGSCL,1
685,2019-11-05,1,SCL,GIG,Somente ida,2019-11-17 02:15:00,,1475.46997070312,0,2,0,2019-11,Tuesday,False,2,Transacao emitida,SCLGIG,1
686,2019-08-30,2,LIS,GIG,Somente ida,2019-11-17 07:45:00,,1578.56994628906,45500,1,0,2019-08,Friday,True,1,Transacao cancelada,LISGIG,1
687,2019-09-06,1,GIG,SCL,Ida e volta,2019-11-17 10:25:00,2019-11-27 05:32:00,2050.89990234375,46800,2,0,2019-09,Friday,True,2,Transacao emitida,GIGSCL,1
688,2019-09-03,1,BCN,GIG,Somente ida,2019-11-17 12:35:00,,4342.52001953125,0,2,0,2019-09,Tuesday,False,2,Transacao emitida,BCNGIG,1
689,2019-11-01,2,SCL,GIG,Somente ida,2019-11-17 17:45:00,,1647.9599609375,0,2,0,2019-11,Friday,False,2,Transacao cancelada,SCLGIG,1
690,2019-10-24,1,GIG,SCL,Ida e volta,2019-11-17 18:55:00,2019-11-27 21:25:00,0.0,0,2,0,2019-10,Thursday,False,2,Transacao emitida,GIGSCL,1
691,2019-10-24,4,GIG,SCL,Ida e volta,2019-11-17 18:55:00,2019-11-27 21:25:00,1434.66003417968,0,1,0,2019-10,Thursday,False,1,Aguardando cancelamento de ticket,GIGSCL,1
692,2019-10-31,2,GIG,SCL,Ida e volta,2019-11-18 09:10:00,2019-11-21 14:30:00,2640.18994140625,68500,1,0,2019-10,Thursday,True,1,Transacao cancelada,GIGSCL,1
693,2019-11-14,1,RAO,GIG,Somente ida,2019-11-18 10:50:00,,176.199996948242,0,1,0,2019-11,Thursday,False,1,Transacao emitida,RAOGIG,1
694,2019-10-07,2,IOS,GIG,Somente ida,2019-11-18 15:20:00,,1041.35998535156,0,2,0,2019-10,Monday,False,2,Transacao cancelada,IOSGIG,1
695,2019-10-01,1,GIG,LIS,Ida e volta,2019-11-18 16:30:00,2019-12-01 18:30:00,2979.56005859374,0,1,0,2019-10,Tuesday,False,1,Transacao emitida,GIGLIS,0
696,2019-11-13,1,GIG,BCN,Somente ida,2019-11-18 17:10:00,,1303.42004394531,39500,1,0,2019-11,Wednesday,True,1,Transacao emitida,GIGBCN,0
697,2019-09-13,1,SCL,GIG,Somente ida,2019-11-18 17:45:00,,521.799987792968,0,1,0,2019-09,Friday,False,1,Transacao emitida,SCLGIG,1
698,2019-11-10,1,GIG,LIS,Ida e volta,2019-11-18 20:05:00,2019-12-05 12:45:00,3039.10009765624,0,1,0,2019-11,Sunday,False,1,Transacao emitida,GIGLIS,0
699,2019-10-16,2,MIA,SCL,Ida e volta,2019-11-18 21:15:00,2019-11-21 23:00:00,2690.6201171875,61000,1,0,2019-10,Wednesday,True,1,Transacao cancelada,MIASCL,1
700,2019-10-01,1,GIG,SCL,Ida e volta,2019-11-19 03:55:00,2019-11-24 07:35:00,1317.48999023437,30000,1,0,2019-10,Tuesday,True,1,Transacao emitida,GIGSCL,1
701,2019-10-23,2,GIG,SCL,Ida e volta,2019-11-19 06:35:00,2019-11-26 19:05:00,1888.41003417968,0,1,0,2019-10,Wednesday,False,1,Transacao cancelada,GIGSCL,1
702,2019-11-01,2,RAO,SCL,Somente ida,2019-11-19 16:50:00,,844.849975585937,20200,1,0,2019-11,Friday,True,1,Transacao cancelada,RAOSCL,1
703,2019-10-20,2,GIG,LIS,Ida e volta,2019-11-19 17:10:00,2019-11-28 23:30:00,2917.01000976562,106000,1,0,2019-10,Sunday,True,1,Transacao cancelada,GIGLIS,0
704,2019-09-06,1,GIG,SCL,Ida e volta,2019-11-19 19:05:00,2019-11-23 22:55:00,3426.94995117187,63180,3,0,2019-09,Friday,True,3,Transacao emitida,GIGSCL,1
705,2019-09-06,1,GIG,SCL,Ida e volta,2019-11-19 19:05:00,2019-11-26 15:05:00,1152.39001464843,21060,1,0,2019-09,Friday,True,1,Transacao emitida,GIGSCL,1
706,2019-09-06,1,GIG,SCL,Ida e volta,2019-11-19 19:05:00,2019-11-27 14:12:00,1085.03002929687,23400,1,0,2019-09,Friday,True,1,Transacao emitida,GIGSCL,1
707,2019-11-12,1,GIG,LIS,Ida e volta,2019-11-19 20:05:00,2019-12-02 18:35:00,3053.419921875,0,1,0,2019-11,Tuesday,False,1,Transacao emitida,GIGLIS,0
708,2019-10-29,1,RAO,SCL,Somente ida,2019-11-19 20:35:00,,1122.80004882812,26000,2,0,2019-10,Tuesday,True,2,Transacao emitida,RAOSCL,1
709,2019-10-26,1,GIG,SCL,Somente ida,2019-11-19 22:45:00,,3758.75,0,2,0,2019-10,Saturday,False,2,Transacao emitida,GIGSCL,1
710,2019-09-04,2,GIG,SCL,Ida e volta,2019-11-20 03:55:00,2019-11-27 05:32:00,2055.5,46800,2,0,2019-09,Wednesday,True,2,Transacao cancelada,GIGSCL,1
711,2019-09-07,1,SCL,GIG,Somente ida,2019-11-20 05:32:00,,1126.38000488281,25000,2,0,2019-09,Saturday,True,2,Transacao emitida,SCLGIG,1
712,2019-11-12,2,GIG,BOG,Somente ida,2019-11-20 08:40:00,,907.010009765625,19800,1,0,2019-11,Tuesday,True,1,Transacao cancelada,GIGBOG,1
713,2019-11-12,1,GIG,BOG,Somente ida,2019-11-20 08:40:00,,919.710021972656,20000,1,0,2019-11,Tuesday,True,1,Transacao emitida,GIGBOG,1
714,2019-11-18,1,GIG,RAO,Somente ida,2019-11-20 10:00:00,,580.150024414062,0,1,0,2019-11,Monday,False,1,Transacao emitida,GIGRAO,1
715,2019-09-03,2,GIG,SCL,Ida e volta,2019-11-20 10:25:00,2019-11-24 16:00:00,2280.70996093749,46800,2,0,2019-09,Tuesday,True,2,Transacao cancelada,GIGSCL,1
